tweet_id,timestamp,year,month,date,username,text,text_clean,like,retweet,reply,quote,sentiment,confidence,score_positive,score_neutral,score_negative
1362217195246288896,2021-02-18 08:47:42+07:00,2021,2,2021-02-18,alimanshur,"Persentase penduduk miskin di beberapa propinsi tahun 2020: Jabar 8,43%, Jateng 11,84%, Aceh 15,43%, NTT 21,21%, Papua 26,8%.","persentase penduduk miskin di beberapa propinsi tahun jabar , , jateng , , aceh , , ntt , , papua , .",0,0,0,0,neutral,0.9952606558799744,0.0,0.9952606558799744,0.0
1361955136629731331,2021-02-17 15:26:23+07:00,2021,2,2021-02-17,NarasiNewsroom,"Pandemi ini bikin jumlah penduduk miskin bertambah. Laporan Badan Pusat Statistik (BPS), persentase penduduk miskin di Indonesia pada September 2020 meningkat sebesar 10,19 persen atau bertambah 1,13 juta orang menjadi 27,55 juta orang. 

#NarasiNewsroom https://t.co/et91J4UqDm","pandemi ini bikin jumlah penduduk miskin bertambah. laporan badan pusat statistik bps , persentase penduduk miskin di indonesia pada september meningkat sebesar , persen atau bertambah , juta orang menjadi , juta orang. narasinewsroom",11,1,1,0,neutral,0.8994008302688599,0.0,0.8994008302688599,0.0
1361943865607950338,2021-02-17 14:41:35+07:00,2021,2,2021-02-17,bpskotamagelang,"Persentase penduduk miskin September 2020 naik 0,43 persen poin dibanding Maret 2020. https://t.co/nklTOCfQfE","persentase penduduk miskin september naik , persen poin dibanding maret .",0,0,1,0,neutral,0.9949919581413269,0.0,0.9949919581413269,0.0
1361941311234793473,2021-02-17 14:31:26+07:00,2021,2,2021-02-17,GusTigaKilogram,"""10 provinsi dengan persentase penduduk miskin tertinggi:
-Papua 26,8%
-Papua Barat 21,7%
-NTT 21,21%
-Maluku 17,99%
-Gorontalo 15,59%
-Aceh 15,43%
-Bengkulu 15,30%
-NTB 14,23%
-Sulawesi Tengah 13,06%
-Sumatera Selatan 12,56%""

cc-in siapa ya?

https://t.co/dlkZK5Qxmi https://t.co/Q0JCovZvH4","provinsi dengan persentase penduduk miskin tertinggi papua , papua barat , ntt , maluku , gorontalo , aceh , bengkulu , ntb , sulawesi tengah , sumatera selatan , cc in siapa ya",1,0,2,0,neutral,0.9210480451583862,0.0,0.9210480451583862,0.0
1361917726910898177,2021-02-17 12:57:43+07:00,2021,2,2021-02-17,nepafarming,"Persentase Penduduk Miskin Di NTT Bertambah Menjadi 21,21 Persen https://t.co/4C50nAXWhC","persentase penduduk miskin di ntt bertambah menjadi , persen",0,0,0,0,neutral,0.8266353607177734,0.0,0.8266353607177734,0.0
1361857960868253698,2021-02-17 09:00:14+07:00,2021,2,2021-02-17,PemprovPapua,"BPS : Persentase Penduduk Miskin Perkotaan Meningkat 0,12 Persen https://t.co/5EyvbRZlep https://t.co/glG0uOYTCe","bps persentase penduduk miskin perkotaan meningkat , persen",0,3,0,0,neutral,0.9722501039505005,0.0,0.9722501039505005,0.0
1361831383082012672,2021-02-17 07:14:37+07:00,2021,2,2021-02-17,progjo,"Bukan Jakarta, Persentase Penduduk Miskin Terendah Ada di Bali https://t.co/yyyLf98BjE","bukan jakarta, persentase penduduk miskin terendah ada di bali",0,0,0,0,neutral,0.8523135185241699,0.0,0.8523135185241699,0.0
1361828969830514689,2021-02-17 07:05:02+07:00,2021,2,2021-02-17,KompasTV,"Bukan Jakarta, Persentase Penduduk Miskin Terendah Ada di Bali https://t.co/DWp76Fqg0z https://t.co/oSSZ8peiXL","bukan jakarta, persentase penduduk miskin terendah ada di bali",13,1,1,1,neutral,0.8523135185241699,0.0,0.8523135185241699,0.0
1361717883726929920,2021-02-16 23:43:37+07:00,2021,2,2021-02-16,detikfinance,Berikut daftar 10 provinsi di dengan persentase penduduk miskin tertinggi di Indonesia. https://t.co/JDGUrqBKQQ,berikut daftar provinsi di dengan persentase penduduk miskin tertinggi di indonesia.,12,6,0,1,neutral,0.8562224507331848,0.0,0.8562224507331848,0.0
1361663276929724419,2021-02-16 20:06:38+07:00,2021,2,2021-02-16,detikfinance,"#mostpop Penduduk miskin di Aceh meningkat 19 ribu orang pada September 2020. Secara persentase, angka kemiskinan di Aceh sebesar 15,43% atau tertinggi di Sumatera. https://t.co/TW1a1Zd9P9","mostpop penduduk miskin di aceh meningkat ribu orang pada september . secara persentase, angka kemiskinan di aceh sebesar , atau tertinggi di sumatera.",5,4,1,0,neutral,0.9659676551818848,0.0,0.9659676551818848,0.0
1361336499388567552,2021-02-15 22:28:08+07:00,2021,2,2021-02-15,mediaindonesia,Persentase penduduk miskin di Provinsi Sulawesi Selatan  pada September 2020 tercatat 800.240 orang atau bertambah 23.410 orang dibandingkan Maret 2020 yang hanya 776.830 orang.  https://t.co/w2KVMe3Kfs,persentase penduduk miskin di provinsi sulawesi selatan pada september tercatat . orang atau bertambah . orang dibandingkan maret yang hanya . orang.,1,1,0,0,neutral,0.9692437648773193,0.0,0.9692437648773193,0.0
1376519313478320129,2021-03-29 19:59:13+07:00,2021,3,2021-03-29,arjuna16sp,"Sasaran Program Pembangunan Daerah Tertinggal
1. Mengentaskan daerah tertinggal.
2. Meningkatkan Indeks Pembangunan Manusia (IPM)
3. Menurunkan persentase penduduk miskin
@jokowi 
@Kiyai_MarufAmin 
@halimiskandarnu 
@budimuni98 
@tppkemendes 
@kemendespdtt 
#SDGsDesa 
#DesaBisa https://t.co/iDNRfs5joP",sasaran program pembangunan daerah tertinggal . mengentaskan daerah tertinggal. . meningkatkan indeks pembangunan manusia ipm . menurunkan persentase penduduk miskin sdgsdesa desabisa,8,1,0,0,neutral,0.9346617460250854,0.0,0.9346617460250854,0.0
1376470579394478082,2021-03-29 16:45:34+07:00,2021,3,2021-03-29,PemkabPemalang,"8. Adapun utk persentase penduduk miskin Kab. Pml pada tahun 2019 sebesar 15,41 persen mengalami peningkatan menjadi sebesar 16,02 persen di tahun 2020. Angka kemiskinan Provinsi Jawa Tengah sebesar 11,41 persen, sedangkan angka kemiskinan nasional sebesar 9,78 persen.",". adapun utk persentase penduduk miskin kab. pml pada tahun sebesar , persen mengalami peningkatan menjadi sebesar , persen di tahun . angka kemiskinan provinsi jawa tengah sebesar , persen, sedangkan angka kemiskinan nasional sebesar , persen.",0,1,1,1,neutral,0.9547461867332458,0.0,0.9547461867332458,0.0
1375004513090764805,2021-03-25 15:39:56+07:00,2021,3,2021-03-25,DinaNurAlifiah,"Persentase penduduk miskin meningkat sebesar 10,19% pada september 2020.
#IDEKatadata2021","persentase penduduk miskin meningkat sebesar , pada september . idekatadata2021",0,0,0,0,neutral,0.9931221604347229,0.0,0.9931221604347229,0.0
1374254636635320325,2021-03-23 14:00:12+07:00,2021,3,2021-03-23,jawapos,"Terdampak Pandemi, Persentase Penduduk Miskin Naik https://t.co/xATxGm8bED","terdampak pandemi, persentase penduduk miskin naik",1,0,0,0,neutral,0.9242848753929138,0.0,0.9242848753929138,0.0
1374250546937303040,2021-03-23 13:43:57+07:00,2021,3,2021-03-23,boanerges__,"Otsus telah berhasil menurunkan angka kemiskinan di Papua. Perubahan yg signifikan tercermin pada penurunan persentase penduduk miskin, dari 54,75 persen pada Maret 1999 menjadi 26,55 persen pada September 2019.

#OtsusPapuaLanjutDidukung https://t.co/F9FyhSnQ2S","otsus telah berhasil menurunkan angka kemiskinan di papua. perubahan yg signifikan tercermin pada penurunan persentase penduduk miskin, dari , persen pada maret menjadi , persen pada september . otsuspapualanjutdidukung",1,1,0,0,neutral,0.9109002351760864,0.0,0.9109002351760864,0.0
1374147916001026052,2021-03-23 06:56:08+07:00,2021,3,2021-03-23,pinkyyxx2,"Otsus telah berhasil menurunkan angka kemiskinan di Papua. Perubahan yang signifikan tercermin pada penurunan persentase penduduk miskin, dari 54,75 persen pada Maret 1999 menjadi 26,55 persen pada September 2019 #FaktaDiPapua Kemajuan Ditanah Cenderawasih https://t.co/Iq70YqLdOg","otsus telah berhasil menurunkan angka kemiskinan di papua. perubahan yang signifikan tercermin pada penurunan persentase penduduk miskin, dari , persen pada maret menjadi , persen pada september faktadipapua kemajuan ditanah cenderawasih",0,0,0,0,neutral,0.96358722448349,0.0,0.96358722448349,0.0
1373468879339450368,2021-03-21 09:57:53+07:00,2021,3,2021-03-21,boanerges__,"selain itu, Otsus juga berhasil menurunkan angka kemiskinan di Papua. Perubahan yg signifikan tercermin pada penurunan persentase penduduk miskin, dari 54,75% pd Maret 1999 menjadi 26,55% pd September 2019.

#TNIPolriHadirDiPapua https://t.co/1pIbkQuylN","selain itu, otsus juga berhasil menurunkan angka kemiskinan di papua. perubahan yg signifikan tercermin pada penurunan persentase penduduk miskin, dari , pd maret menjadi , pd september . tnipolrihadirdipapua",2,2,1,0,neutral,0.9804046750068665,0.0,0.9804046750068665,0.0
1370902552447946754,2021-03-14 08:00:13+07:00,2021,3,2021-03-14,yayasanmadani,"Meskipun kaya akan sawit, masyarakat di provinsi dengan tutupan sawit terbesar belum sejahtera. Empat dari sepuluh provinsi kaya sawit memiliki persentase penduduk miskin lebih tinggi dari rata-rata nasional.

#Sawit #PetaniSawit #UntukmuBumiku

https://t.co/pjRpfjRpzn","meskipun kaya akan sawit, masyarakat di provinsi dengan tutupan sawit terbesar belum sejahtera. empat dari sepuluh provinsi kaya sawit memiliki persentase penduduk miskin lebih tinggi dari rata rata nasional. sawit petanisawit untukmubumiku",1,0,0,0,negative,0.8168534636497498,0.0,0.0,0.8168534636497498
1367422066438332418,2021-03-04 17:30:00+07:00,2021,3,2021-03-04,jp_radarkudus,"Persentase penduduk miskin di Grobogan mengalami penurunan satu persen sejak Bupati @SumarniGrobogan  menjabat. 

https://t.co/eI4jh0mlWh",persentase penduduk miskin di grobogan mengalami penurunan satu persen sejak bupati menjabat.,0,0,0,0,neutral,0.9701045751571655,0.0,0.9701045751571655,0.0
1388073536854532099,2021-04-30 17:11:35+07:00,2021,4,2021-04-30,merdekadotcom,UNDP: Separuh Penduduk Myanmar Bakal Jatuh Miskin Pada 2022: Jumlah orang yang hidup di bawah garis kemiskinan diperkirakan meningkat 11 poin persentase karena efek sosial ekonomi pandemi. https://t.co/876RK2E0yk,undp separuh penduduk myanmar bakal jatuh miskin pada jumlah orang yang hidup di bawah garis kemiskinan diperkirakan meningkat poin persentase karena efek sosial ekonomi pandemi.,2,0,0,1,neutral,0.958775520324707,0.0,0.958775520324707,0.0
1386896613218549760,2021-04-27 11:14:54+07:00,2021,4,2021-04-27,IDNTimesBali,"Secara persentase, penduduk miskin di Gumi Serombotan ini berada di peringkat tiga se-Provinsi Bali setelah Kabupaten Karangasem dan Kabupaten Buleleng.
https://t.co/KVQ9X3U2EX","secara persentase, penduduk miskin di gumi serombotan ini berada di peringkat tiga se provinsi bali setelah kabupaten karangasem dan kabupaten buleleng.",0,1,0,0,neutral,0.42726925015449524,0.0,0.42726925015449524,0.0
1384237243733213191,2021-04-20 03:07:31+07:00,2021,4,2021-04-20,bpsmojokerto,"Hai #SahabatData...
Kemiskinan merupakan isu penting yang merupakan salah satu potret keberhasilan suatau pemerintah daerah..
Selama 2020 krn pandemi Covid-19 persentase penduduk miskin mengalami kenaikan 0,82 poin dari 9,75 persen pada 2019 dan menjadi 10,57 persen pada 2020.. https://t.co/gqzt7sj0JS","hai sahabatdata... kemiskinan merupakan isu penting yang merupakan salah satu potret keberhasilan suatau pemerintah daerah.. selama krn pandemi covid persentase penduduk miskin mengalami kenaikan , poin dari , persen pada dan menjadi , persen pada ..",2,1,1,0,neutral,0.9704846143722534,0.0,0.9704846143722534,0.0
1384145903724859393,2021-04-19 21:04:34+07:00,2021,4,2021-04-19,merdekadotcom,"Anies: Pandemi Covid-19 Membuat Jumlah Penduduk Miskin Ibu Kota Naik: Meskipun bertambah, Anies mengklaim jumlah penduduk miskin di Jakarta jauh lebih rendah jika dibandingkan dengan persentase jumlah penduduk miskin nasional sebesar 27,55 juta orang… https://t.co/js4jNpV2ix","anies pandemi covid membuat jumlah penduduk miskin ibu kota naik meskipun bertambah, anies mengklaim jumlah penduduk miskin di jakarta jauh lebih rendah jika dibandingkan dengan persentase jumlah penduduk miskin nasional sebesar , juta orang",30,2,0,0,neutral,0.7331949472427368,0.0,0.7331949472427368,0.0
1383586380144545796,2021-04-18 08:01:13+07:00,2021,4,2021-04-18,impinkxx,"Otsus telah berhasil menurunkan angka kemiskinan di Papua. Perubahan yang signifikan tercermin pada penurunan persentase penduduk miskin, dari 54,75 persen pada Maret 1999 menjadi 26,55 persen pada September 2019. Otsus Makin Dipercaya #PapuaIndonesia https://t.co/ZckcWnhIkY","otsus telah berhasil menurunkan angka kemiskinan di papua. perubahan yang signifikan tercermin pada penurunan persentase penduduk miskin, dari , persen pada maret menjadi , persen pada september . otsus makin dipercaya papuaindonesia",0,0,0,0,positive,0.6383167505264282,0.6383167505264282,0.0,0.0
1378603633852309505,2021-04-04 14:01:34+07:00,2021,4,2021-04-04,KristianVieri9,"Persentase penduduk miskin pada September 2020 sebesar 10,19 persen, meningkat 0,41 persen poin terhadap Maret 2020 dan meningkat 0,97 persen poin terhadap September 2019. Dampaknya penjualan rokok akan sedikit menurun dikarenakan angka kemiskinan setiap tahun meningkat @JeddyjJj","persentase penduduk miskin pada september sebesar , persen, meningkat , persen poin terhadap maret dan meningkat , persen poin terhadap september . dampaknya penjualan rokok akan sedikit menurun dikarenakan angka kemiskinan setiap tahun meningkat",0,0,0,0,neutral,0.922736644744873,0.0,0.922736644744873,0.0
1395268940973043713,2021-05-20 13:43:33+07:00,2021,5,2021-05-20,iwanalidarmawan,"Persentase penduduk miskin di daerah tertinggal meningkat signifikan. 

Tahun 2015-2019 terdapat 122 Daerah Tertinggal (Perpres No.131/2015). Tahun 2020 terdapat 62 daerah tertinggal (Perpres No.63/2020)",persentase penduduk miskin di daerah tertinggal meningkat signifikan. tahun terdapat daerah tertinggal perpres no. . tahun terdapat daerah tertinggal perpres no.,2,0,0,0,neutral,0.902096688747406,0.0,0.902096688747406,0.0
1395245516347170817,2021-05-20 12:10:28+07:00,2021,5,2021-05-20,AwalilRizky,"Persentase penduduk miskin di daerah tertinggal meningkat signifikan. BPS menghitung berdasar Susenas, sedangkan desa tertinggal mengikuti Perpres. Tahun 2015-2019 terdapat 122 Daerah Tertinggal (Perpres No.131/2015). Tahun 2020 terdapat 62 daerah tertinggal (Perpres No.63/2020). https://t.co/BzlOwDfI0R","persentase penduduk miskin di daerah tertinggal meningkat signifikan. bps menghitung berdasar susenas, sedangkan desa tertinggal mengikuti perpres. tahun terdapat daerah tertinggal perpres no. . tahun terdapat daerah tertinggal perpres no. .",108,40,8,2,neutral,0.9428538084030151,0.0,0.9428538084030151,0.0
1392363015668789248,2021-05-12 13:16:26+07:00,2021,5,2021-05-12,ARosadi76,"@iccank_inotav @fadjroeL @univ_indonesia @itbofficial BPS: th 1970 persentase penduduk miskin kita mencapai 60%, th 1996 persentase penduduk miskin tinggal 11,30%, 24 tahun orba menurunkan kemiskinan 48,70%, BPS: tahun 2020 jumlah penduduk miskin 10,19%, 22 tahun reformasi-5 presiden kemiskinan hy turun 2%, btp hebatnya reformasi","bps th persentase penduduk miskin kita mencapai , th persentase penduduk miskin tinggal , , tahun orba menurunkan kemiskinan , , bps tahun jumlah penduduk miskin , , tahun reformasi presiden kemiskinan hy turun , btp hebatnya reformasi",0,0,0,0,neutral,0.4794551730155945,0.0,0.4794551730155945,0.0
1388892132526546944,2021-05-02 23:24:23+07:00,2021,5,2021-05-02,ARosadi76,"@BERKARYA_NET BPS: th 1970 persentase penduduk miskin indonesia 60%, tahun 1996 turun menjadi 11,30%, 26 th pak harto turunkan penduduk miskin 38,70%, pasca pak harto. th 2020 persentase penduduk miskin 10,19%. 21 thn reformasi, 5 presiden kemiskinn cuma turun 1,11%. mshkah bangga dg reformasi","bps th persentase penduduk miskin indonesia , tahun turun menjadi , , th pak harto turunkan penduduk miskin , , pasca pak harto. th persentase penduduk miskin , . thn reformasi, presiden kemiskinn cuma turun , . mshkah bangga dg reformasi",96,25,4,4,negative,0.5832611918449402,0.0,0.0,0.5832611918449402
1388886501707055112,2021-05-02 23:02:00+07:00,2021,5,2021-05-02,ARosadi76,"@HairulAlHafiz1 @Bara2Dian @RamliRizal 26 tahun pak harto turunkan persentase kemiskinan dr 60% menjadi 11% sekarang berdasarkan data bps september 2020 setelah 21 tahun reformasi brp angka penduduk miskin 10,19%, turun 1% dr tahun 1996, apakah ini prestasi yg anda hebat...betapa bodoh &amp; terbelangnya anda","tahun pak harto turunkan persentase kemiskinan dr menjadi sekarang berdasarkan data bps september setelah tahun reformasi brp angka penduduk miskin , , turun dr tahun , apakah ini prestasi yg anda hebat...betapa bodoh amp terbelangnya anda",0,0,1,0,negative,0.5676721930503845,0.0,0.0,0.5676721930503845
1406993486868451328,2021-06-21 22:12:42+07:00,2021,6,2021-06-21,Andika_CJ,"6 bulan pertama wabah aja jumlah penduduk miskin naik hampir 20%, belum hitung bicara 15 bulan. Persentase penduduk miskin Bali masuk level dobel digit bukan hal mustahil by next year kalau ini wabah enggak terkendali","bulan pertama wabah aja jumlah penduduk miskin naik hampir , belum hitung bicara bulan. persentase penduduk miskin bali masuk level dobel digit bukan hal mustahil by next year kalau ini wabah enggak terkendali",1,0,2,0,negative,0.9497455954551697,0.0,0.0,0.9497455954551697
1405329535055319043,2021-06-17 08:00:45+07:00,2021,6,2021-06-17,jeonshinta_,Otsus telah sukses menurunkan angka kemiskinan di Papua. Perubahan yang signifikan terlihat pada penurunan persentase penduduk miskin dari tahun ke tahun. Otsus Hadir Papua Sejahtera https://t.co/PPqSfk7b9D,otsus telah sukses menurunkan angka kemiskinan di papua. perubahan yang signifikan terlihat pada penurunan persentase penduduk miskin dari tahun ke tahun. otsus hadir papua sejahtera,0,0,0,0,neutral,0.6082367897033691,0.0,0.6082367897033691,0.0
1402893807763427330,2021-06-10 14:42:02+07:00,2021,6,2021-06-10,tempodotco,"""Apalagi dalam masa pandemi saat ini dimana daya beli masyarakat sudah tertekan, karena pasti berpotensi meningkatkan persentase penduduk miskin,"" kata Wakil Ketua Komisi Keuangan Dewan Perwakilan Rakyat, Amir Uskara. #TempoBisnis
https://t.co/KGJfsou6g8","apalagi dalam masa pandemi saat ini dimana daya beli masyarakat sudah tertekan, karena pasti berpotensi meningkatkan persentase penduduk miskin, kata wakil ketua komisi keuangan dewan perwakilan rakyat, amir uskara. tempobisnis",7,1,1,2,neutral,0.8783098459243774,0.0,0.8783098459243774,0.0
1420555653643268099,2021-07-29 08:23:55+07:00,2021,7,2021-07-29,ansyaku,"Hampir ga percaya liat data persentase penduduk miskin terendah di 2019 itu terendah DKI Jakarta. Tapi datanya memang gitu, mungkin karena definisi garis kemiskinannya dalam nominal bukan relatif. Upah dianggap tinggi pdhl harga barang jg tinggi.","hampir ga percaya liat data persentase penduduk miskin terendah di itu terendah dki jakarta. tapi datanya memang gitu, mungkin karena definisi garis kemiskinannya dalam nominal bukan relatif. upah dianggap tinggi pdhl harga barang jg tinggi.",0,0,0,0,negative,0.7750707268714905,0.0,0.0,0.7750707268714905
1418568581722251265,2021-07-23 20:48:00+07:00,2021,7,2021-07-23,royalcaniin,"Emgsih angka kemiskinan di indonesia tinggi, persentase penduduk miskin jg meningkat. Tp pnsrn aja sbnrnya berpengaruh gk sih wkwkkw","emgsih angka kemiskinan di indonesia tinggi, persentase penduduk miskin jg meningkat. tp pnsrn aja sbnrnya berpengaruh gk sih wkwkkw",0,0,1,0,negative,0.939464807510376,0.0,0.0,0.939464807510376
1417620691688427531,2021-07-21 06:01:25+07:00,2021,7,2021-07-21,mtangankiri,"Data Badan Pusat Statistik atau BPS, persentase penduduk miskin pada September 2020 sebesar 10,19 persen, meningkat 0,41 persen poin terhadap Maret 2020 dan meningkat 0,97 persen poin terhadap September 2019.","data badan pusat statistik atau bps, persentase penduduk miskin pada september sebesar , persen, meningkat , persen poin terhadap maret dan meningkat , persen poin terhadap september .",4,0,1,0,neutral,0.9839733242988586,0.0,0.9839733242988586,0.0
1416642883101159424,2021-07-18 13:15:57+07:00,2021,7,2021-07-18,antaramakassar,BPS: Persentase penduduk miskin di Sulut terendah di Pulau Sulawesi https://t.co/z6rMQzV5Oh,bps persentase penduduk miskin di sulut terendah di pulau sulawesi,0,0,0,0,neutral,0.9893931150436401,0.0,0.9893931150436401,0.0
1416640190324510722,2021-07-18 13:05:15+07:00,2021,7,2021-07-18,guidomerung,Persentase penduduk miskin Sulut paling rendah di Pulau Sulawesi https://t.co/cYdNHNvGIU,persentase penduduk miskin sulut paling rendah di pulau sulawesi,0,0,0,0,neutral,0.8058714866638184,0.0,0.8058714866638184,0.0
1415956101904936963,2021-07-16 15:46:56+07:00,2021,7,2021-07-16,SiberindoC,"Jawa Tengah Mengalami Penurunan Persentase Penduduk Miskin Sebesar 0,05 Persen https://t.co/iS4L55MI91","jawa tengah mengalami penurunan persentase penduduk miskin sebesar ,05persen",0,0,0,0,neutral,0.9607369303703308,0.0,0.9607369303703308,0.0
1415929168349466627,2021-07-16 13:59:55+07:00,2021,7,2021-07-16,barisandata,"Meskipun secara total terjadi penurunan persentase penduduk miskin, namun khusus daerah perkotaan mengalami peningkatan.

@AwalilRizky
https://t.co/7QhqRNW3U6","meskipun secara total terjadi penurunan persentase penduduk miskin, namun khusus daerah perkotaan mengalami peningkatan.",0,0,0,0,neutral,0.860048770904541,0.0,0.860048770904541,0.0
1415693739519922179,2021-07-15 22:24:24+07:00,2021,7,2021-07-15,infoacehnet,"MTA: Persentase Penduduk Miskin Aceh Turun, Tapi Belum Signifikan

https://t.co/z2JKtwOGQD","mta persentase penduduk miskin aceh turun, tapi belum signifikan",1,0,0,0,negative,0.49461662769317627,0.0,0.0,0.49461662769317627
1415642317524901889,2021-07-15 19:00:04+07:00,2021,7,2021-07-15,GATRA_com,Persentase Penduduk Miskin NTT Maret 2021 Turun https://t.co/DwRKnKsH1v,persentase penduduk miskin ntt maret turun,0,0,0,0,neutral,0.9742698073387146,0.0,0.9742698073387146,0.0
